// fs=100 nSamples=955
// frame=world
// origFName=data/neura-sparse01/rawimu/S02-Trial-Walk-1
// idx=1120,2074
ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3,gyr_1,gyr_2,gyr_3,mag_1,mag_2,mag_3
0.373946,-0.697771,-0.356714,-0.496019,9.434971,-1.601559,-2.310271,0.449175,0.016993,0.508125,0.906738,-0.276123,-0.615479
0.376692,-0.697795,-0.356013,-0.494409,9.353497,-2.061201,-2.490622,0.429178,0.027331,0.49292,0.905273,-0.294189,-0.609863
0.379612,-0.69764,-0.355476,-0.492777,9.35788,-2.121325,-2.425088,0.484602,0.041974,0.476068,0.909424,-0.287354,-0.608154
0.382416,-0.697466,-0.354915,-0.491258,9.474767,-1.838788,-2.557396,0.459388,0.053301,0.458001,0.900635,-0.298828,-0.609619
0.385251,-0.697233,-0.35418,-0.489901,9.654692,-1.716762,-2.658353,0.439819,0.096979,0.468839,0.902832,-0.294189,-0.603271
0.388108,-0.696959,-0.353294,-0.488675,9.615001,-1.739533,-2.775738,0.42176,0.13263,0.479014,0.896484,-0.307861,-0.604736
0.391039,-0.696677,-0.352283,-0.48747,9.555799,-1.663922,-2.733752,0.419211,0.151237,0.501582,0.90332,-0.307617,-0.5979
0.393955,-0.696474,-0.351175,-0.486209,9.624638,-1.760782,-2.744337,0.405346,0.142341,0.523361,0.896729,-0.314453,-0.599854
0.396948,-0.696218,-0.350074,-0.484934,9.799219,-2.058839,-2.553621,0.421849,0.15029,0.527374,0.898926,-0.314453,-0.595215
0.400054,-0.69586,-0.349025,-0.48365,9.87627,-2.364021,-2.324263,0.451313,0.162734,0.52473,0.892578,-0.328125,-0.592285
0.403244,-0.695427,-0.348041,-0.482331,9.740565,-2.453405,-2.390612,0.477752,0.165732,0.521264,0.890625,-0.33252,-0.589844
0.406677,-0.694874,-0.347148,-0.480887,9.670392,-2.209958,-1.998107,0.538818,0.169596,0.533827,0.897705,-0.339111,-0.5896
0.410073,-0.694389,-0.346107,-0.479452,9.667419,-2.116049,-2.022133,0.513207,0.173902,0.554876,0.895264,-0.339111,-0.584961
0.413566,-0.693963,-0.344944,-0.477904,9.712152,-2.008532,-2.496442,0.518068,0.169147,0.594455,0.891113,-0.350586,-0.58667
0.417326,-0.693515,-0.343645,-0.476219,9.848505,-1.881663,-3.036529,0.553109,0.181907,0.648613,0.893555,-0.35498,-0.583984
